Category,Brand ,Name ,Type ,Size,Mass,Min Allowed Hook Size,Max Allowed Hook Size,Depth,Components (Hooks) ,Restrictions,Rating (Stars), Price 
Lures,Heaven Creek,SlimShot 15-009,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,SlimShot 15-010,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,SlimShot 15-011,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,SlimShot 15-012,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,SlimShot 15-013,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,SlimShot 15-014,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,SlimShot 15-015,Spoon,Medium,15g,Small (16),Extra large (3/0),-,Happy Three TRPL-10 S2,"""Fishing with a spoon"" ability is required ",3.5,  17.90 
Lures,Heaven Creek,Hypnotic 20-001,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-002,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-003,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-004,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-005,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-006,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-007,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-008,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,Hypnotic 20-009,Spoon,Medium,20g,Small (16),Extra large (4/0),-,Happy Three TRPL-10 S1,"""Fishing with a spoon"" ability is required ",4,  19.20 
Lures,Heaven Creek,SlimShot 28-001,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-002,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-003,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-004,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-005,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-006,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-007,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-008,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-009,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Heaven Creek,SlimShot 28-010,Spoon,Big,28g,Small (16),Extra large (6/0),-,Happy Three TRPL-10 S2/0,"""Fishing with a spoon"" ability is required ",3.5,  22.90 
Lures,Kiruuna,Soturi 22g-001,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-002,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-003,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-004,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-005,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-006,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-007,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-008,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-009,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Kiruuna,Soturi 22g-010,Spoon,Medium,22g,Small (12),Extra large (4/0),-,Rage Treble S1/0,"""Fishing with a spoon"" ability is required ",4.5,  27.90 
Lures,Volkoff Lures,Type 4 3.5g 001,Spoon,Small,3.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S6,"""Fishing with a spoon"" ability is required ",5,  28.90 
Lures,Volkoff Lures,Type 4 3.5g 002,Spoon,Small,3.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S6,"""Fishing with a spoon"" ability is required ",5,  28.90 
Lures,Volkoff Lures,Type 4 3.5g 003,Spoon,Small,3.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S6,"""Fishing with a spoon"" ability is required ",5,  28.90 
Lures,Volkoff Lures,Type 4 3.5g 004,Spoon,Small,3.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S6,"""Fishing with a spoon"" ability is required ",5,  28.90 
Lures,Kiruuna,Veikko 8g-001,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-002,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-003,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-004,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-005,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-006,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-007,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-008,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-009,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-010,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-011,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-012,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Kiruuna,Veikko 8g-013,Spoon,Small,8g,Small (12),Extra large (1/0),-,Rage Treble S6,"""Fishing with a spoon"" ability is required ",4.5,  29.90 
Lures,Volkoff Lures,Type 1 4g 001,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 002,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 003,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 004,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 005,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 006,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 007,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 1 4g 008,Spoon,Small,4g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  29.90 
Lures,Volkoff Lures,Type 2 3g 001,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 002,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 003,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 004,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 005,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 006,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 007,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 2 3g 008,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 001,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 002,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 003,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 004,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 005,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 006,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 007,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Volkoff Lures,Type 5 3g 008,Spoon,Small,3g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  30.90 
Lures,Kiruuna,Veikko 14g-001,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-002,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-003,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-004,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-005,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-006,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-007,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-008,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-009,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-010,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-011,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-012,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Kiruuna,Veikko 14g-013,Spoon,Medium,14g,Small (12),Extra large (2/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  31.80 
Lures,Volkoff Lures,Type 4 9g 001,Spoon,Medium,9g,Small (12),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  31.90 
Lures,Volkoff Lures,Type 4 9g 002,Spoon,Medium,9g,Small (12),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  31.90 
Lures,Volkoff Lures,Type 4 9g 003,Spoon,Medium,9g,Small (12),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  31.90 
Lures,Volkoff Lures,Type 4 9g 004,Spoon,Medium,9g,Small (12),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  31.90 
Lures,Kiruuna,Soturi 46g-001,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-002,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-003,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-004,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-005,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-006,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-007,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-008,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-009,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Soturi 46g-010,Spoon,Big,46g,Small (12),Extra large (6/0),-,Rage Treble S4/0,"""Fishing with a spoon"" ability is required ",4.5,  32.90 
Lures,Kiruuna,Veikko 25g-001,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-002,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-003,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-004,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-005,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-006,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-007,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-008,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-009,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-010,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-011,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-012,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Kiruuna,Veikko 25g-013,Spoon,Medium,25g,Small (12),Extra large (4/0),-,Rage Treble S1  ,"""Fishing with a spoon"" ability is required ",4.5,  33.80 
Lures,Volkoff Lures,Type 1 12g 001,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 002,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 003,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 004,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 005,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 006,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 007,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 1 12g 008,Spoon,Medium,12g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S2,"""Fishing with a spoon"" ability is required ",5,  33.90 
Lures,Volkoff Lures,Type 3 4.5g 001,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 002,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 003,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 004,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 005,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 006,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 007,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 008,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 4.5g 009,Spoon,Small,4.5g,Small (18),Extra large (2/0),-,Happy Three TRPL-11 S8,"""Fishing with a spoon"" ability is required ",5,  34.90 
Lures,Volkoff Lures,Type 3 14g 001,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 002,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 003,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 004,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 005,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 006,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 007,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 008,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Volkoff Lures,Type 3 14g 009,Spoon,Medium,14g,Small (18),Extra large (4/0),-,Happy Three TRPL-11 S1,"""Fishing with a spoon"" ability is required ",5,  38.90 
Lures,Kalmar Lures,Vibra Spoon S5-01,Spoon,Small,5g,Large (4),Extra large (1/0),-,Rage Treble S4  ,"""Fishing with a spoon"" ability is required ",5,  44.80 
Lures,Kalmar Lures,Vibra Spoon S5-02,Spoon,Small,5g,Large (4),Extra large (1/0),-,Rage Treble S4  ,"""Fishing with a spoon"" ability is required ",5,  44.80 
Lures,Kalmar Lures,Vibra Spoon S5-03,Spoon,Small,5g,Large (4),Extra large (1/0),-,Rage Treble S4  ,"""Fishing with a spoon"" ability is required ",5,  44.80 
Lures,Kalmar Lures,Vibra Spoon S5-04,Spoon,Small,5g,Large (4),Extra large (1/0),-,Rage Treble S4  ,"""Fishing with a spoon"" ability is required ",5,  44.80 
Lures,Kalmar Lures,Vibra Spoon S5-05,Spoon,Small,5g,Large (4),Extra large (1/0),-,Rage Treble S4  ,"""Fishing with a spoon"" ability is required ",5,  44.80 
Lures,Kalmar Lures,Vibra Spoon S5-06,Spoon,Small,5g,Large (4),Extra large (1/0),-,Rage Treble S4  ,"""Fishing with a spoon"" ability is required ",5,  44.80 
Lures,Kalmar Lures,Vibra Spoon S16-01,Spoon,Medium,16g,Large (2),Extra large (4/0),-,Rage Treble S1/0  ,"""Fishing with a spoon"" ability is required ",5,  49.80 
Lures,Kalmar Lures,Vibra Spoon S16-02,Spoon,Medium,16g,Large (2),Extra large (4/0),-,Rage Treble S1/0  ,"""Fishing with a spoon"" ability is required ",5,  49.80 
Lures,Kalmar Lures,Vibra Spoon S16-03,Spoon,Medium,16g,Large (2),Extra large (4/0),-,Rage Treble S1/0  ,"""Fishing with a spoon"" ability is required ",5,  49.80 
